package|author|rank.a|rank.m|n.roles|total.authors|total.roles|total.extra|total.extra2|cph
SmartMeterAnalytics|Thorsten Staake|4|NA|1|4|6|0|0|0
tTOlr|John Maindonald|1|1|2|1|2|0|0|0
weightedZdiff|Tim Filla|1|1|2|1|2|0|0|0
dpseg|Rainer Machne|1|1|3|2|4|0|0|0
dpseg|Peter F. Stadler|2|NA|1|2|4|0|0|0
pdxTrees|Kelly McConville|1|1|3|4|6|0|0|0
pdxTrees|Isabelle Caldwell|2|NA|1|4|6|0|0|0
pdxTrees|OR City of Portland|3|NA|1|4|6|0|0|1
pdxTrees|Nicholas Horton|4|NA|1|4|6|0|0|0
ResidentialEnergyConsumption|Konstantin Hopf|1|1|3|4|6|0|0|0
ResidentialEnergyConsumption|Andreas Weigert|2|NA|1|4|6|0|0|0
ResidentialEnergyConsumption|Nicolai Weinig|3|NA|1|4|6|0|0|0
ResidentialEnergyConsumption|Thorsten Staake|4|NA|1|4|6|0|0|0
rFerns|Miron Bartosz Kursa|1|1|3|1|3|0|0|0
ROCpsych|Shenghai Dai|1|1|3|4|6|0|0|0
ROCpsych|Olasunkanmi J. Kehinde|2|NA|1|4|6|0|0|0
ROCpsych|Maureen Schmitter-Edgecombe|3|NA|1|4|6|0|0|0
ROCpsych|Brian F. French|4|NA|1|4|6|0|0|0
tidyLPA|Joshua M Rosenberg|1|1|3|6|8|0|0|0
tidyLPA|Caspar van Lissa|2|NA|1|6|8|0|0|0
tidyLPA|Jennifer A Schmidt|3|NA|1|6|8|0|0|0
tidyLPA|Patrick N Beymer|4|NA|1|6|8|0|0|0
tidyLPA|Daniel Anderson|5|NA|1|6|8|0|0|0
tidyLPA|Matthew J. Schell|6|NA|1|6|8|0|0|0
DiffXTables|Ruby Sharma|1|NA|1|2|4|0|0|0
DiffXTables|Joe Song|2|1|3|2|4|0|0|0
goxygen|Jan Philipp Dietrich|1|1|3|4|6|0|0|0
goxygen|Kristine Karstens|2|NA|1|4|6|0|0|0
goxygen|David Klein|3|NA|1|4|6|0|0|0
goxygen|Lavinia Baumstark|4|NA|1|4|6|0|0|0
aimsir17|Jim Duggan|1|1|3|1|3|0|0|0
bsem|Renato Panaro|1|1|3|3|5|0|0|0
bsem|Vinícius Mayrink|2|NA|1|3|5|0|0|0
bsem|Marcelo Costa|3|NA|1|3|5|0|0|0
fabricerin|Mohamed El Fodil Ihaddaden|1|1|3|5|10|0|0|0
fabricerin|Garrick Aden-Buie|2|NA|1|5|10|0|0|0
fabricerin|fabricjs contributors|3|NA|2|5|10|0|0|1
fabricerin|jQuery contributors|4|NA|2|5|10|0|0|1
fabricerin|FileSaver.js contributors|5|NA|2|5|10|0|0|1
met|Ruoqi Yu|1|1|2|1|2|0|0|0
MonetDB.R|Mitchell Weggemans|1|1|3|4|6|0|0|0
MonetDB.R|Hannes Muehleisen|2|NA|1|4|6|0|0|0
MonetDB.R|Anthony Damico|3|NA|1|4|6|0|0|0
MonetDB.R|Thomas Lumley|4|NA|1|4|6|0|0|0
PeakSegDisk|Toby Dylan Hocking|1|1|2|1|2|0|0|0
raveio|Zhengjia Wang|1|1|3|2|5|0|0|0
raveio|Beauchamp lab|2|NA|2|2|5|0|0|1
rhymer|Noah Landesberg|1|1|3|1|3|0|0|0
andurinha|Noemi Alvarez Fernandez|1|1|3|2|4|0|0|0
andurinha|Antonio Martinez Cortizas|2|NA|1|2|4|0|0|0
ape|Emmanuel Paradis|1|1|4|32|66|0|0|1
ape|Simon Blomberg|2|NA|2|32|66|0|0|1
ape|Ben Bolker|3|NA|2|32|66|0|0|1
ape|Joseph Brown|4|NA|2|32|66|0|0|1
ape|Santiago Claramunt|5|NA|2|32|66|0|0|1
ape|Julien Claude|6|NA|2|32|66|0|0|1
ape|Hoa Sien Cuong|7|NA|2|32|66|0|0|1
ape|Richard Desper|8|NA|2|32|66|0|0|1
ape|Gilles Didier|9|NA|2|32|66|0|0|1
ape|Benoit Durand|10|NA|2|32|66|0|0|1
ape|Julien Dutheil|11|NA|2|32|66|0|0|1
ape|RJ Ewing|12|NA|2|32|66|0|0|1
ape|Olivier Gascuel|13|NA|2|32|66|0|0|1
ape|Thomas Guillerme|14|NA|2|32|66|0|0|1
ape|Christoph Heibl|15|NA|2|32|66|0|0|1
ape|Anthony Ives|16|NA|2|32|66|0|0|1
ape|Bradley Jones|17|NA|2|32|66|0|0|1
ape|Franz Krah|18|NA|2|32|66|0|0|1
ape|Daniel Lawson|19|NA|2|32|66|0|0|1
ape|Vincent Lefort|20|NA|2|32|66|0|0|1
ape|Pierre Legendre|21|NA|2|32|66|0|0|1
ape|Jim Lemon|22|NA|2|32|66|0|0|1
ape|Guillaume Louvel|23|NA|2|32|66|0|0|1
ape|Eric Marcon|24|NA|2|32|66|0|0|1
ape|Rosemary McCloskey|25|NA|2|32|66|0|0|1
ape|Johan Nylander|26|NA|2|32|66|0|0|1
ape|Rainer Opgen-Rhein|27|NA|2|32|66|0|0|1
ape|Andrei-Alin Popescu|28|NA|2|32|66|0|0|1
ape|Manuela Royer-Carenzi|29|NA|2|32|66|0|0|1
ape|Klaus Schliep|30|NA|2|32|66|0|0|1
ape|Korbinian Strimmer|31|NA|2|32|66|0|0|1
ape|Damien de Vienne|32|NA|2|32|66|0|0|1
Biotech|Utz Rieger|1|1|4|1|4|0|0|1
cometr|Dean Attali|1|NA|1|2|3|0|0|0
cometr|Doug Blank|2|1|2|2|3|0|0|0
estmeansd|Sean McGrath|1|1|3|4|6|0|0|0
estmeansd|XiaoFei Zhao|2|NA|1|4|6|0|0|0
estmeansd|Russell Steele|3|NA|1|4|6|0|0|0
estmeansd|Andrea Benedetti|4|NA|1|4|6|0|0|0
flashCard|Jiena McLellan|1|1|3|2|4|0|0|0
flashCard|Michael Condouris|2|NA|1|2|4|0|0|0
OkNNE|Amjad Ali|1|1|4|3|7|0|0|1
OkNNE|Zardad Khan|2|NA|2|3|7|0|0|0
OkNNE|Muhammad Hamraz|3|NA|1|3|7|0|0|0
pwr2ppl|Chris Aberson|1|1|2|1|2|0|0|0
RcmdrMisc|John Fox|1|1|3|3|5|0|0|0
RcmdrMisc|Robert Muenchen|2|NA|1|3|5|0|0|0
RcmdrMisc|Dan Putler|3|NA|1|3|5|0|0|0
WLasso|Wencan Zhu|1|1|3|3|5|0|0|0
WLasso|Celine Levy-Leduc|2|NA|1|3|5|0|0|0
WLasso|Nils Ternes|3|NA|1|3|5|0|0|0
abjutils|Caio Lente|1|1|3|3|6|0|0|0
abjutils|Julio Trecenti|2|NA|1|3|6|0|0|0
abjutils|Associação Brasileira de Jurimetria|3|NA|2|3|6|0|0|1
AEP|Mahdi Teimouri|1|1|2|1|2|0|0|0
aPCoA|Yushu Shi|1|1|2|1|2|0|0|0
DAMOCLES|Rampal S. Etienne|1|1|2|2|3|0|0|0
DAMOCLES|Alex L. Pigot|2|NA|1|2|3|0|0|0
dashPivottable|Chris Parmer|1|NA|1|5|6|0|0|0
dashPivottable|Nicolas Kruchten|2|NA|1|5|6|0|0|0
dashPivottable|Xing Han Lu|3|NA|1|5|6|0|0|0
dashPivottable|Ryan Patrick Kyle|4|1|2|5|6|0|0|0
dashPivottable|Plotly Technologies, Inc|5|NA|1|5|6|0|0|1
detect|Peter Solymos|1|1|3|3|5|0|0|0
detect|Monica Moreno|2|NA|1|3|5|0|0|0
detect|Subhash R. Lele|3|NA|1|3|5|0|0|0
dstack|Vitaly Khudobakhshov|1|1|3|1|3|0|0|0
fragility|Lifeng Lin|1|1|3|2|4|0|0|0
fragility|Haitao Chu|2|NA|1|2|4|0|0|0
intrval|Peter Solymos|1|1|2|1|2|0|0|0
jomo|Matteo Quartagno|1|1|2|2|3|0|0|0
jomo|James Carpenter|2|NA|1|2|3|0|0|0
psychTools|William Revelle|1|1|3|1|3|0|0|0
rym|Alexey Seleznev|1|1|3|1|3|0|0|0
sdcHierarchies|Bernhard Meindl|1|1|3|1|3|0|0|0
Trading|Tasos Grivas|1|1|2|1|2|0|0|0
choroplethr|Ari Lamstein|1|1|3|3|5|0|0|0
choroplethr|Brian Johnson|2|NA|1|3|5|0|0|0
choroplethr|Trulia, Inc|3|NA|1|3|5|0|0|1
DynareR|Sagiru Mati|1|1|3|1|3|0|0|0
effects|John Fox|1|1|3|9|11|0|0|0
effects|Sanford Weisberg|2|NA|1|9|11|0|0|0
effects|Brad Price|3|NA|1|9|11|0|0|0
effects|Michael Friendly|4|NA|1|9|11|0|0|0
effects|Jangman Hong|5|NA|1|9|11|0|0|0
effects|Robert Andersen|6|NA|1|9|11|0|0|0
effects|David Firth|7|NA|1|9|11|0|0|0
effects|Steve Taylor|8|NA|1|9|11|0|0|0
effects|R Core Team|9|NA|1|9|11|0|0|0
ehaGoF|Alper Gulbe|1|1|2|2|3|0|0|0
ehaGoF|Ecevit Eyduran|2|NA|1|2|3|0|0|0
epwshiftr|Hongyuan Jia|1|1|3|2|4|0|0|0
epwshiftr|Adrian Chong|2|NA|1|2|4|0|0|0
finch|Scott Chamberlain|1|1|3|1|3|0|0|0
ioncopy|Jan Budczies|1|1|2|2|3|0|0|0
ioncopy|Eva Romanovsky|2|NA|1|2|3|0|0|0
lrgs|Adam Mantz|1|1|2|1|2|0|0|0
mapview|Tim Appelhans|1|1|3|14|16|0|0|0
mapview|Florian Detsch|2|NA|1|14|16|0|0|0
mapview|Christoph Reudenbach|3|NA|1|14|16|0|0|0
mapview|Stefan Woellauer|4|NA|1|14|16|0|0|0
mapview|Spaska Forteva|5|NA|1|14|16|0|0|0
mapview|Thomas Nauss|6|NA|1|14|16|0|0|0
mapview|Edzer Pebesma|7|NA|1|14|16|0|0|0
mapview|Kenton Russell|8|NA|1|14|16|0|0|0
mapview|Michael Sumner|9|NA|1|14|16|0|0|0
mapview|Jochen Darley|10|NA|1|14|16|0|0|0
mapview|Pierre Roudier|11|NA|1|14|16|0|0|0
mapview|Patrick Schratz|12|NA|1|14|16|0|0|0
mapview|Environmental Informatics Marburg|13|NA|1|14|16|0|0|0
mapview|Lorenzo Busetto|14|NA|1|14|16|0|0|0
microcontax|Hilde Vinje|1|NA|1|3|4|0|0|0
microcontax|Kristian Hovde Liland|2|NA|1|3|4|0|0|0
microcontax|Lars Snipen|3|1|2|3|4|0|0|0
motifcluster|William George Underwood|1|1|3|1|3|0|0|0
provTraceR|Emery Boose|1|1|2|4|5|0|0|0
provTraceR|Barbara Lerner|2|NA|1|4|5|0|0|0
provTraceR|President and Fellows of Harvard College|3|NA|1|4|5|0|0|1
provTraceR|Trustees of Mount Holyoke College|4|NA|1|4|5|0|0|1
rdomains|Gaurav Sood|1|1|3|1|3|0|0|0
rgw|Adam Mantz|1|1|2|1|2|0|0|0
rplum|Maarten Blaauw|1|1|3|9|13|0|0|0
rplum|J. Andres Christen|2|NA|3|9|13|0|0|1
rplum|Marco A. Aquino-Lopez|3|NA|1|9|13|0|0|0
rplum|Judith Esquivel-Vazquez|4|NA|1|9|13|0|0|0
rplum|Oscar M. Gonzalez V|5|NA|1|9|13|0|0|0
rplum|Ted Belding|6|NA|1|9|13|0|0|1
rplum|James Theiler|7|NA|1|9|13|0|0|1
rplum|Brian Gough|8|NA|1|9|13|0|0|1
rplum|Charles Karney|9|NA|1|9|13|0|0|1
rsoi|Sam Albers|1|1|3|2|4|0|0|0
rsoi|Elio Campitelli|2|NA|1|2|4|0|0|0
shazam|Mohamed Uduman|1|NA|1|9|12|0|0|0
shazam|Namita Gupta|2|NA|1|9|12|0|0|0
shazam|Susanna Marquez|3|NA|1|9|12|0|0|0
shazam|Julian Zhou|4|NA|1|9|12|0|0|0
shazam|Nima Nouri|5|NA|1|9|12|0|0|0
shazam|Ang Cui|6|NA|1|9|12|0|0|0
shazam|Jason Vander Heiden|7|1|3|9|12|0|0|0
shazam|Gur Yaari|8|NA|1|9|12|0|0|0
shazam|Steven Kleinstein|9|NA|2|9|12|0|0|1
SOMbrero|Nathalie Vialaneix|1|1|3|7|9|0|0|0
SOMbrero|Elise Maigne|2|NA|1|7|9|0|0|0
SOMbrero|Jerome Mariette|3|NA|1|7|9|0|0|0
SOMbrero|Madalina Olteanu|4|NA|1|7|9|0|0|0
SOMbrero|Fabrice Rossi|5|NA|1|7|9|0|0|0
SOMbrero|Laura Bendhaiba|6|NA|1|7|9|0|0|0
SOMbrero|Julien Boelaert|7|NA|1|7|9|0|0|0
xtreg2way|Paulo Somaini|1|1|4|3|6|0|0|1
xtreg2way|Frank Wolak|2|NA|1|3|6|0|0|0
xtreg2way|Brian Chivers|3|NA|1|3|6|0|0|0
bartCause|Vincent Dorie|1|1|3|2|4|0|0|0
bartCause|Jennifer Hill|2|NA|1|2|4|0|0|0
clpAPI|Mayo Roettger|1|1|2|3|4|0|0|0
clpAPI|Gabriel Gelius-Dietrich|2|NA|1|3|4|0|0|0
clpAPI|C. Jonathan Fritzemeier|3|NA|1|3|4|0|0|0
collections|Randy Lai|1|1|3|3|5|0|0|0
collections|Andrea Mazzoleni|2|NA|1|3|5|0|0|1
collections|Yann Collet|3|NA|1|3|5|0|0|1
conquestr|Dan Cloney|1|1|3|2|4|0|0|0
conquestr|Ray Adams|2|NA|1|2|4|0|0|0
ctgdist|Huseyin Yildiz|1|1|3|2|4|0|0|0
ctgdist|Alperen Yandi|2|NA|1|2|4|0|0|0
datastructures|Simon Dirmeier|1|1|3|1|3|0|0|0
ergmito|George Vega Yon|1|1|3|3|5|0|0|0
ergmito|Kayla de la Haye|2|NA|1|3|5|0|0|0
ergmito|Army Research Laboratory and the U.S. Army Research Office|3|NA|1|3|5|0|0|0
func2vis|Raghvendra Mall|1|1|3|1|3|0|0|0
GapAnalysis|Dan Carver|1|NA|2|10|20|0|0|1
GapAnalysis|Chrystian Sosa|2|NA|2|10|20|0|0|1
GapAnalysis|Colin Khoury|3|NA|2|10|20|0|0|1
GapAnalysis|Julian Ramirez-Villegas|4|1|4|10|20|0|0|1
GapAnalysis|Valentin Stefan|5|NA|1|10|20|0|0|0
GapAnalysis|Harold Achicanoy|6|NA|2|10|20|0|0|1
GapAnalysis|Maria Victoria Diaz|7|NA|2|10|20|0|0|1
GapAnalysis|Steven Sotelo|8|NA|2|10|20|0|0|1
GapAnalysis|Nora Castaneda-Alvarez|9|NA|2|10|20|0|0|1
GapAnalysis|Kaue De Sousa|10|NA|1|10|20|0|0|0
ggrisk|Jing Zhang|1|1|3|2|4|0|0|0
ggrisk|Zhi Jin|2|NA|1|2|4|0|0|0
htestClust|Mary Gregg|1|1|3|3|5|0|0|0
htestClust|Somnath Datta|2|NA|1|3|5|0|0|0
htestClust|Doug Lorenz|3|NA|1|3|5|0|0|0
KSPM|Catherine Schramm|1|1|3|3|5|0|0|0
KSPM|Aurelie Labbe|2|NA|1|3|5|0|0|0
KSPM|Celia M. T. Greenwood|3|NA|1|3|5|0|0|0
MSbox|Yonghui Dong|1|1|2|1|2|0|0|0
nc|Toby Dylan Hocking|1|1|2|1|2|0|0|0
parglm|Benjamin Christoffersen|1|1|3|3|5|0|0|0
parglm|Anthony Williams|2|NA|1|3|5|0|0|1
parglm|Boost developers|3|NA|1|3|5|0|0|1
plainview|Tim Appelhans|1|1|3|2|4|0|0|0
plainview|Stefan Woellauer|2|NA|1|2|4|0|0|0
rhosa|Takeshi Abe|1|1|3|1|3|0|0|0
RJDemetra|Alain Quartier-la-Tente|1|1|3|4|6|0|0|0
RJDemetra|Anna Michalek|2|NA|1|4|6|0|0|0
RJDemetra|Jean Palate|3|NA|1|4|6|0|0|0
RJDemetra|Raf Baeyens|4|NA|1|4|6|0|0|0
rvmethod|Parker Holzer|1|1|2|1|2|0|0|0
scaleAlign|Leah Feuerstahler|1|1|3|1|3|0|0|0
scoper|Nima Nouri|1|NA|1|4|7|0|0|0
scoper|Edel Aron|2|NA|1|4|7|0|0|0
scoper|Jason Vander Heiden|3|1|3|4|7|0|0|0
scoper|Steven Kleinstein|4|NA|2|4|7|0|0|1
smog|Chong Ma|1|1|3|2|4|0|0|0
smog|Kevin Galinsky|2|NA|1|2|4|0|0|0
WoodburyMatrix|Michael Bertolacci|1|1|4|1|4|0|0|1
BANOVA|Chen Dong|1|1|2|3|4|0|0|0
BANOVA|Michel Wedel|2|NA|1|3|4|0|0|0
BANOVA|Anna Kopyakova|3|NA|1|3|4|0|0|0
Benchmarking|Peter Bogetoft|1|NA|1|2|3|0|0|0
Benchmarking|Lars Otto|2|1|2|2|3|0|0|0
changepoint.mv|Lawrence Bardwell|1|NA|1|4|8|0|0|0
changepoint.mv|Idris Eckley|2|NA|2|4|8|0|0|0
changepoint.mv|Paul Fearnhead|3|NA|2|4|8|0|0|0
changepoint.mv|Daniel Grose|4|1|3|4|8|0|0|0
eyeRead|San Verhavert|1|1|3|3|5|0|0|0
eyeRead|Tine van Daal|2|NA|1|3|5|0|0|0
eyeRead|Leen Catrysse|3|NA|1|3|5|0|0|0
glmglrt|André GILLIBERT|1|1|3|1|3|0|0|0
lcra|Michael Elliot|1|NA|1|3|5|0|0|0
lcra|Zhangchen Zhao|2|NA|1|3|5|0|0|0
lcra|Michael Kleinsasser|3|1|3|3|5|0|0|0
modeLLtest|Shana Scogin|1|1|2|4|5|0|0|0
modeLLtest|Sarah Petersen|2|NA|1|4|5|0|0|0
modeLLtest|Jeff Harden|3|NA|1|4|5|0|0|0
modeLLtest|Bruce A. Desmarais|4|NA|1|4|5|0|0|0
mosqcontrol|Jeff Demers|1|NA|1|5|7|0|0|0
mosqcontrol|Anshuman Swain|2|NA|1|5|7|0|0|0
mosqcontrol|Travis Byrum|3|1|3|5|7|0|0|0
mosqcontrol|Sharon Bewick|4|NA|1|5|7|0|0|0
mosqcontrol|William Fagan|5|NA|1|5|7|0|0|0
pls|Bjørn-Helge Mevik|1|1|3|4|6|0|0|0
pls|Ron Wehrens|2|NA|1|4|6|0|0|0
pls|Kristian Hovde Liland|3|NA|1|4|6|0|0|0
pls|Paul Hiemstra|4|NA|1|4|6|0|0|0
pulsar|Zachary Kurtz|1|1|3|2|5|0|0|0
pulsar|Christian Müller|2|NA|2|2|5|0|0|0
RapidoPGS|Guillermo Reales|1|1|3|3|5|0|0|0
RapidoPGS|Chris Wallace|2|NA|1|3|5|0|0|0
RapidoPGS|Olly Burren|3|NA|1|3|5|0|0|0
RVowpalWabbit|Dirk Eddelbuettel|1|1|2|1|2|0|0|0
scgwr|Daisuke Murakami|1|1|3|5|7|0|0|0
scgwr|Narumasa Tsutsumida|2|NA|1|5|7|0|0|0
scgwr|Takahiro Yoshida|3|NA|1|5|7|0|0|0
scgwr|Tomoki Nakaya|4|NA|1|5|7|0|0|0
scgwr|Lu Binbin|5|NA|1|5|7|0|0|0
SetMethods|Ioana-Elena Oana|1|1|3|4|6|0|0|0
SetMethods|Juraj Medzihorsky|2|NA|1|4|6|0|0|0
SetMethods|Mario Quaranta|3|NA|1|4|6|0|0|0
SetMethods|Carsten Q. Schneider|4|NA|1|4|6|0|0|0
thurstonianIRT|Paul-Christian Bürkner|1|1|3|2|4|0|0|0
thurstonianIRT|Trustees of Columbia University|2|NA|1|2|4|0|0|1
calpassapi|Vinh Nguyen|1|1|3|1|3|0|0|0
CONCUR|Amanda Brucker|1|NA|1|3|4|0|0|0
CONCUR|Shannon T. Holloway|2|1|2|3|4|0|0|0
CONCUR|Jung-Ying Tzeng|3|NA|1|3|4|0|0|0
hscovar|Dörte Wittenburg|1|1|3|3|5|0|0|0
hscovar|Michael Doschoris|2|NA|1|3|5|0|0|0
hscovar|Jan Klosa|3|NA|1|3|5|0|0|0
hts|Rob Hyndman|1|NA|1|4|6|0|0|0
hts|Alan Lee|2|NA|1|4|6|0|0|0
hts|Earo Wang|3|1|3|4|6|0|0|0
hts|Shanika Wickramasuriya|4|NA|1|4|6|0|0|0
journalabbr|ShuCai Zou|1|1|3|2|4|0|0|0
journalabbr|Yu Chen|2|NA|1|2|4|0|0|0
nntrf|Ricardo Aler|1|1|3|4|6|0|0|0
nntrf|Jose Valls|2|NA|1|4|6|0|0|0
nntrf|Ines Galvan|3|NA|1|4|6|0|0|0
nntrf|David Camacho|4|NA|1|4|6|0|0|0
nsarfima|Benjamin Groebe|1|1|3|1|3|0|0|0
NTS|Ruey Tsay|1|NA|1|3|5|0|0|0
NTS|Rong Chen|2|NA|1|3|5|0|0|0
NTS|Xialu Liu|3|1|3|3|5|0|0|0
oceanis|Sébastien CALVET - PSAR-AT - DR Provence-Alpes-Cote d'Azur - INSEE|1|NA|2|7|8|0|0|0
oceanis|Sophie AUDRIC - PSAR-AT - DR Provence-Alpes-Cote d'Azur - INSEE|2|NA|1|7|8|0|0|0
oceanis|SED - DR Hauts-de-France - INSEE|3|NA|1|7|8|0|0|0
oceanis|PSAR-SL - DR Auvergne-Rhone-Alpes - INSEE|4|NA|1|7|8|0|0|0
oceanis|PSAR-EEP - DR Occitanie - INSEE|5|NA|1|7|8|0|0|0
oceanis|SED - DR Pays-de-la-Loire - INSEE|6|NA|1|7|8|0|0|0
oceanis|Sébastien CALVET|NA|1|1|7|8|0|0|0
Phenotype|Peng Zhao|1|1|3|1|3|0|0|0
PINSPlus|Hung Nguyen|1|1|2|4|5|0|0|0
PINSPlus|Bang Tran|2|NA|1|4|5|0|0|0
PINSPlus|Duc Tran|3|NA|1|4|5|0|0|0
PINSPlus|Tin Nguyen|4|NA|1|4|5|0|0|0
PlaneGeometry|Stéphane Laurent|1|1|2|1|2|0|0|0
qpmadr|Eric Anderson [aut|1|NA|1|4|4|0|0|0
qpmadr|cre] Alexander Sherikov [cph|2|NA|1|4|4|0|0|0
qpmadr|ctb]  qpmadr author details|3|NA|1|4|4|0|0|0
qpmadr|Eric Anderson|NA|1|1|4|4|0|0|0
rjdqa|Alain Quartier-la-Tente|1|1|3|1|3|0|0|0
bayeslincom|Josue E. Rodriguez|1|1|3|2|4|0|0|0
bayeslincom|Donald Williams|2|NA|1|2|4|0|0|0
bigchess|Wojciech Rosa|1|1|2|1|2|0|0|0
chunkhooks|Atsushi Yasumoto|1|1|4|1|4|0|0|1
colorednoise|Julia Pilowsky|1|1|3|1|3|0|0|0
comparison|David Lucy|1|NA|1|3|5|0|0|0
comparison|James Curran|2|1|3|3|5|0|0|0
comparison|Agnieszka Martyna|3|NA|1|3|5|0|0|0
Data2LD|James Ramsay|1|1|3|1|3|0|0|0
echor|Michael Schramm|1|1|3|1|3|0|0|0
fivethirtyeight|Albert Y. Kim|1|1|3|29|31|0|0|0
fivethirtyeight|Chester Ismay|2|NA|1|29|31|0|0|0
fivethirtyeight|Jennifer Chunn|3|NA|1|29|31|0|0|0
fivethirtyeight|Meredith Manley|4|NA|1|29|31|0|0|0
fivethirtyeight|Maggie Shea|5|NA|1|29|31|0|0|0
fivethirtyeight|Starry Yujia Zhou|6|NA|1|29|31|0|0|0
fivethirtyeight|Andrew Flowers|7|NA|1|29|31|0|0|0
fivethirtyeight|Jonathan Bouchet|8|NA|1|29|31|0|0|0
fivethirtyeight|G. Elliott Morris|9|NA|1|29|31|0|0|0
fivethirtyeight|Adam Spannbauer|10|NA|1|29|31|0|0|0
fivethirtyeight|Pradeep Adhokshaja|11|NA|1|29|31|0|0|0
fivethirtyeight|Olivia Barrows|12|NA|1|29|31|0|0|0
fivethirtyeight|Jojo Miller|13|NA|1|29|31|0|0|0
fivethirtyeight|Jayla Nakayama|14|NA|1|29|31|0|0|0
fivethirtyeight|Ben Baumer|15|NA|1|29|31|0|0|0
fivethirtyeight|Rana Gahwagy|16|NA|1|29|31|0|0|0
fivethirtyeight|Natalia Iannucci|17|NA|1|29|31|0|0|0
fivethirtyeight|Marium Tapal|18|NA|1|29|31|0|0|0
fivethirtyeight|Irene Ryan|19|NA|1|29|31|0|0|0
fivethirtyeight|Alina Barylsky|20|NA|1|29|31|0|0|0
fivethirtyeight|Danica Miguel|21|NA|1|29|31|0|0|0
fivethirtyeight|Sunni Raleigh|22|NA|1|29|31|0|0|0
fivethirtyeight|Anna Ballou|23|NA|1|29|31|0|0|0
fivethirtyeight|Jane Bang|24|NA|1|29|31|0|0|0
fivethirtyeight|Jordan Moody|25|NA|1|29|31|0|0|0
fivethirtyeight|Kara Van Allen|26|NA|1|29|31|0|0|0
fivethirtyeight|Jessica Keast|27|NA|1|29|31|0|0|0
fivethirtyeight|Lizette Carpenter|28|NA|1|29|31|0|0|0
fivethirtyeight|Fatima Keita|29|NA|1|29|31|0|0|0
geonapi|Emmanuel Blondel|1|1|3|1|3|0|0|0
geosapi|Emmanuel Blondel|1|1|3|1|3|0|0|0
gt|Richard Iannone|1|1|3|4|7|0|0|0
gt|Joe Cheng|2|NA|1|4|7|0|0|0
gt|Barret Schloerke|3|NA|1|4|7|0|0|0
gt|RStudio|4|NA|2|4|7|0|0|1
healthcareai|Levi Thatcher|1|NA|1|6|8|0|0|0
healthcareai|Michael Levy|2|NA|1|6|8|0|0|0
healthcareai|Mike Mastanduno|3|1|3|6|8|0|0|0
healthcareai|Taylor Larsen|4|NA|1|6|8|0|0|0
healthcareai|Taylor Miller|5|NA|1|6|8|0|0|0
healthcareai|Rex Sumsion|6|NA|1|6|8|0|0|0
ibdreg|Jason P. Sinnwell|1|1|2|2|3|0|0|0
ibdreg|Daniel J. Schaid|2|NA|1|2|3|0|0|0
MBESS|Ken Kelley|1|1|3|1|3|0|0|0
owd|Benjamin G. Feakins|1|1|3|3|6|0|0|0
owd|Benjamin J. Cairns|2|NA|1|3|6|0|0|0
owd|University of Oxford|3|NA|2|3|6|0|0|1
prioritizrdata|Jeffrey O Hanson|1|NA|1|8|10|0|0|0
prioritizrdata|Richard Schuster|2|1|3|8|10|0|0|0
prioritizrdata|Nina Morrell|3|NA|1|8|10|0|0|0
prioritizrdata|Matthew Strimas-Mackey|4|NA|1|8|10|0|0|0
prioritizrdata|Matthew E Watts|5|NA|1|8|10|0|0|0
prioritizrdata|Peter Arcese|6|NA|1|8|10|0|0|0
prioritizrdata|Joseph Bennett|7|NA|1|8|10|0|0|0
prioritizrdata|Hugh P Possingham|8|NA|1|8|10|0|0|0
rdrop2|Karthik Ram|1|1|3|4|6|0|0|0
rdrop2|Clayton Yochum|2|NA|1|4|6|0|0|0
rdrop2|Caleb Scheidel|3|NA|1|4|6|0|0|0
rdrop2|Akhil Bhel|4|NA|1|4|6|0|0|1
RobMixReg|Sha Cao|1|NA|3|3|9|0|0|1
RobMixReg|Wennan Chang|2|1|3|3|9|0|0|0
RobMixReg|Chi Zhang|3|NA|3|3|9|0|0|0
statnetWeb|Martina Morris|1|1|3|4|6|0|0|0
statnetWeb|Emily Beylerian|2|NA|1|4|6|0|0|0
statnetWeb|Kirk Li|3|NA|1|4|6|0|0|0
statnetWeb|Samuel Jenness|4|NA|1|4|6|0|0|0
tfprobability|Sigrid Keydana|1|1|3|4|6|0|0|0
tfprobability|Daniel Falbel|2|NA|1|4|6|0|0|0
tfprobability|Kevin Kuo|3|NA|1|4|6|0|0|0
tfprobability|RStudio|4|NA|1|4|6|0|0|1
univariateML|Jonas Moss|1|1|3|2|4|0|0|0
univariateML|Thomas Nagler|2|NA|1|2|4|0|0|0
adamethods|Guillermo Vinue|1|1|2|2|3|0|0|0
adamethods|Irene Epifanio|2|NA|1|2|3|0|0|0
bit|Jens Oehlschlägel|1|1|3|2|4|0|0|0
bit|Brian Ripley|2|NA|1|2|4|0|0|0
CalibrateSSB|Øyvind Langsrud|1|NA|1|2|2|0|0|0
CalibrateSSB|Oyvind Langsrud|NA|1|1|2|2|0|0|0
censReg|Arne Henningsen|1|1|2|1|2|0|0|0
geometa|Emmanuel Blondel|1|1|3|1|3|0|0|0
gkgraphR|Ricardo Correia|1|1|3|1|3|0|0|0
hsdar|Lukas W. Lehnert|1|1|3|3|5|0|0|0
